t,lower1,upper1,lower2,upper2,mean,rep9
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
61,0,0,0,0,0,0
62,0,0,0,0,0,0
63,0,0,0,0,0,0
64,0,0,0,0,0,0
65,0,0,0,0,0,0
66,0,0,0,0,0,0
67,0,0,0,0,0,0
68,0,0,0,0,0,0
69,0,0,0,0,0,0
70,0,0,0,1,0.01350763875742,0
71,0,1,0,1,0.09973544973545,0
72,0,1,0,1,0.153159027909247,1
73,0,1,0,2,0.212962962962964,1
74,0,1,0,2,0.212962962962964,1
75,0,1,0,2,0.213734567901235,1
76,0,2,0,3,0.25407848324515,1
77,0,2,0,4,0.486160470992489,1
78,0,2,0,5,0.72502204585538,1
79,1,2,0,5,0.842261904761904,2
80,1,2,0,5,1.15320959021003,2
81,1,2,1,5,1.20649585432743,2
82,1,2,1,5,1.16240414356906,2
83,1,3,1,5,1.29438357504893,2
84,1,3,1,6,1.62066223466093,3
85,1,4,1,6,1.92139238197373,3
86,2,4,1,7,2.24055023029823,3
87,2,5,1,11,2.46301759101493,4
88,2,5,1,12,2.78905901438838,6
89,2,6,1,15,3.16235764701946,6
90,3,7,2,20,2.89185379909741,6
91,3,10,2,23,4.25348754014763,6
92,4,13,2,29,5.81820123036088,6
93,4,16,2,36,7.72828649336393,7
94,5,21,2,44,8.39709303966826,9
95,5,27,2,60,10.6765254590189,12
96,6,36,3,74,12.1557429172329,15
97,7,42,3,103,15.1856124171862,19
98,9,52,3,122,17.8050673979718,22
99,11,66,4,159,21.3725694023042,23
100,13,79,5,202,25.1732712624181,25
101,15,94,5,241,29.8458569839141,28
102,16,123,7,299,36.4165235135727,30
103,20,155,9,381,44.7439384798164,32
104,24,196,9,478,54.4636992392451,36
105,30,243,10,582,65.0402067181599,44
106,34,307,15,732,80.9110005791707,54
107,40,378,17,891,94.0550212475412,67
108,47,443,19,1081,115.042549383408,82
109,53,546,25,1323,138.566421934976,98
110,61,666,30,1627,164.582901871518,117
111,74,804,34,2006,200.701988816887,136
112,88,988,40,2458,245.270087630202,170
113,106,1201,47,2932,278.760622248008,203
114,122,1465,53,3397,333.517068978968,252
115,142,1773,69,3894,401.838498787967,296
116,162,2130,82,4438,471.508399334452,352
117,186,2571,96,5023,551.952439034917,433
118,223,3044,117,5676,648.666889025083,539
119,263,3553,136,6419,766.229470628586,663
120,309,4181,161,7224,915.914795181977,781
121,359,4876,195,8029,1094.90946140054,928
122,429,5637,227,8912,1289.9339622738,1100
123,515,6425,269,9739,1519.6160582386,1289
124,605,7281,329,10636,1777.74656847885,1497
125,705,8155,393,11498,2066.10502672522,1743
126,821,9055,464,12472,2410.68736782317,2000
127,951,9927,551,13423,2768.78683096272,2341
128,1110,10815,640,14255,3151.53343763549,2644
129,1277,11627,747,15171,3583.75158585416,2996
130,1476,12406,870,16163,4076.93134835801,3386
131,1682,13146,1005,17148,4586.93221348809,3790
132,1913,13905,1169,18079,5122.57201435758,4185
133,2146,14647,1343,19035,5702.72295998888,4618
134,2410,15340,1549,20028,6301.73073519248,5081
135,2693,15980,1780,21140,6902.91938817422,5531
136,2995,16573,2027,22199,7526.85438720057,6012
137,3306,17198,2294,23203,8129.735992546,6440
138,3647,17764,2576,24310,8746.75297059555,6885
139,3989,18287,2892,25413,9364.61457198594,7363
140,4349,18819,3228,26460,9981.1764873163,7772
141,4708,19379,3595,27405,10588.7710168989,8189
142,5056,19914,3983,28471,11191.218448648,8593
143,5427,20412,4371,29547,11768.8473339049,9022
144,5792,20901,4790,30617,12341.1150195501,9430
145,6163,21345,5208,31598,12888.5219081393,9830
146,6539,21777,5612,32473,13448.8333139849,10202
147,6931,22235,5988,33239,13971.8718959,10555
148,7330,22641,6320,34260,14490.5668614988,10909
149,7728,22986,6635,35351,15004.9869338091,11283
150,8124,23336,6920,36336,15515.1012764823,11638
151,8503,23679,7233,37308,16003.3503960896,11935
152,8874,24007,7469,38252,16479.6125834066,12216
153,9242,24364,7717,39176,16944.3968036943,12541
154,9593,24750,7942,40164,17408.4252408447,12851
155,9974,25163,8177,41030,17871.1713634853,13133
156,10338,25563,8407,41804,18327.4648063626,13422
157,10655,25959,8580,42706,18760.0234452217,13709
158,10993,26324,8786,43536,19178.3236127054,13962
159,11327,26752,8969,44337,19593.4566222954,14206
160,11654,27232,9127,45262,20005.0011136745,14437
161,11947,27605,9313,46322,20410.5593381696,14706
162,12275,28025,9476,47050,20803.9350372997,14928
163,12553,28577,9629,47884,21175.7341337228,15168
164,12838,29104,9783,48601,21542.5400263601,15383
165,13100,29512,9914,49286,21918.773037401,15627
166,13327,29944,10053,49940,22262.9217101454,15826
167,13561,30346,10173,50583,22613.5709906115,16022
168,13805,30830,10292,51246,22956.8898967957,16226
169,14054,31197,10402,51892,23306.0636997697,16446
170,14275,31654,10518,52522,23632.4375441973,16627
171,14509,32019,10639,53263,23960.1253514337,16816
172,14716,32411,10733,53935,24288.4961577621,16984
173,14913,32787,10817,54642,24588.4187217832,17143
174,15101,33139,10920,55320,24887.7219462581,17310
175,15257,33551,11018,55997,25194.3039004431,17467
176,15441,33916,11105,56660,25487.0772468734,17595
177,15613,34250,11187,57262,25765.265699625,17745
178,15764,34451,11255,57801,26056.9935394084,17885
179,15946,34810,11347,58334,26339.5413280151,18022
180,16074,35183,11429,58850,26614.6040648019,18159
181,16274,35509,11508,59342,26876.9321285617,18313
182,16440,35933,11582,59886,27132.2947220063,18436
183,16564,36212,11637,60409,27396.9609054576,18560
184,16695,36507,11718,61010,27655.2732958196,18683
185,16827,36819,11776,61555,27896.0500563882,18799
186,16959,37208,11858,62085,28146.6634744602,18931
187,17062,37538,11901,62507,28379.7334199407,19049
188,17177,37916,11961,63115,28611.0199995076,19164
189,17320,38245,12006,64139,28835.9299901427,19293
190,17400,38573,12046,64626,29059.7209617175,19406
191,17528,38838,12111,65098,29276.2952170975,19512
192,17662,39175,12173,65897,29494.5912915664,19621
193,17768,39505,12227,66412,29699.2767496104,19709
194,17874,39836,12271,67101,29903.6535529231,19810
195,18007,40225,12317,67440,30103.7713526371,19914
196,18098,40576,12375,67904,30297.9948558888,20004
197,18167,40790,12422,68449,30489.2093841674,20115
198,18280,41086,12473,68929,30690.0860074157,20198
199,18367,41421,12510,69386,30877.5931179207,20285
200,18432,41758,12555,69819,31065.0337375269,20371
201,18552,42114,12587,70301,31242.9872271348,20453
202,18688,42379,12616,70670,31428.1798267016,20521
203,18761,42542,12646,71404,31596.2360248825,20606
204,18834,42807,12679,71729,31769.0336787721,20691
205,18910,43102,12721,72078,31939.6031026306,20748
206,19028,43447,12770,72391,32105.8250657863,20813
207,19123,43672,12798,72714,32265.6589876617,20880
208,19276,43902,12837,73018,32423.4110128976,20949
209,19374,44081,12878,73531,32582.7092814824,21011
210,19485,44287,12910,73720,32741.2919922724,21086
211,19613,44598,12959,74097,32895.535569013,21142
212,19698,44891,13013,74424,33031.4535450593,21213
213,19772,45131,13043,74785,33173.7729635436,21265
214,19879,45386,13073,75158,33314.0215208802,21323
215,19952,45567,13128,75467,33455.3924030399,21393
216,20070,45758,13165,75784,33593.9691195356,21447
217,20141,45958,13202,76094,33729.4403392478,21495
218,20219,46276,13236,76256,33868.3533748723,21548
219,20324,46499,13330,76623,33997.532834584,21594
220,20391,46677,13373,76897,34131.6564411573,21635
221,20467,46889,13407,77183,34253.9084771242,21687
222,20534,47053,13435,77407,34380.4862079083,21735
223,20580,47228,13460,77596,34497.0988074981,21775
224,20641,47426,13488,77776,34621.7689768946,21813
225,20684,47601,13510,78258,34741.6647188599,21838
226,20740,47843,13538,78760,34853.7168640971,21885
227,20813,48126,13558,78905,34967.6539048481,21922
228,20874,48355,13584,79098,35075.927962419,21960
229,20926,48631,13657,79601,35187.7109321412,21985
230,20986,48871,13686,80018,35289.6665610348,22015
231,21024,49051,13782,80199,35397.7814069195,22045
232,21068,49284,13885,80462,35506.3154051944,22069
233,21098,49411,13922,80798,35616.8541923689,22100
234,21135,49583,13959,81153,35712.4588152789,22140
235,21197,49763,14017,81487,35821.9140934189,22178
236,21262,49913,14091,81994,35934.1025736741,22203
237,21333,50112,14202,82348,36043.8204872178,22236
238,21397,50211,14289,82769,36152.4684359411,22269
239,21441,50442,14390,83064,36263.185123236,22294
240,21519,50688,14537,83666,36374.8935828965,22331
241,21599,50757,14646,83926,36484.1943237395,22353
242,21721,51015,14770,84049,36596.1054902062,22375
243,21799,51229,14848,84427,36702.3109559615,22396
244,21869,51357,14968,84797,36814.7231449566,22425
245,21961,51592,15050,85002,36928.4245326652,22458
246,22078,51743,15158,85215,37040.8623487899,22484
247,22214,51817,15304,85721,37149.1511186129,22513
248,22360,51972,15404,86177,37260.4672076631,22543
249,22452,52146,15540,86258,37375.9933249013,22567
250,22543,52246,15652,86341,37485.4471447534,22584
251,22661,52348,15742,86433,37596.5807780761,22608
252,22831,52432,15851,86895,37710.8517989604,22636
253,22906,52534,15980,87080,37819.9495988927,22670
254,22989,52642,16092,87312,37932.3934321146,22721
255,23145,52756,16216,87556,38042.6406796222,22760
256,23224,52828,16321,87722,38150.6711095561,22806
257,23305,52967,16430,88020,38251.1041460599,22839
258,23437,53093,16552,88154,38357.5479615607,22881
259,23548,53303,16681,88399,38453.9015636872,22936
260,23656,53454,16809,88656,38550.6637874242,22994
261,23792,53618,16909,88799,38647.0521596901,23052
262,23923,53713,17021,88953,38741.2333071226,23116
263,24010,53843,17178,89068,38836.3280930457,23195
264,24124,53958,17259,89260,38932.2985677595,23278
265,24213,54156,17343,89445,39029.3579908327,23343
266,24295,54307,17439,89669,39120.1235790615,23432
267,24363,54414,17536,89951,39215.1526279993,23525
268,24417,54581,17655,90181,39305.2097599645,23630
269,24463,54749,17744,90548,39393.7676935974,23756
270,24513,54905,17818,90799,39479.0606990239,23860
271,24593,54936,17875,90972,39568.5215330402,23983
272,24687,55036,17949,91184,39659.9364644317,24113
273,24807,55250,18029,91382,39753.3387845143,24233
274,24912,55382,18102,91547,39848.6248761573,24373
275,25005,55567,18145,91731,39941.6391075904,24527
276,25089,55673,18213,91898,40035.112422055,24678
277,25133,55700,18310,92052,40129.3475571703,24848
278,25174,55783,18417,92180,40224.1062263372,24995
279,25287,55932,18509,92200,40319.2716898085,25144
280,25410,56052,18591,92226,40416.2993295966,25281
281,25457,56191,18657,92338,40509.0032987693,25402
282,25525,56257,18718,92528,40599.5167821489,25540
283,25577,56332,18757,92661,40689.3733503389,25641
284,25676,56588,18793,92705,40779.148844373,25753
285,25731,56644,18830,92747,40867.6640441784,25853
286,25813,56698,18934,92821,40960.8410956535,25958
287,25854,56889,18954,92902,41055.0961778544,26086
288,25950,56922,19038,93113,41147.6804308049,26192
289,26018,57102,19158,93423,41238.9773770965,26283
290,26056,57149,19252,93729,41338.8113935276,26363
291,26137,57388,19308,94011,41440.7165756579,26442
292,26204,57448,19343,94153,41542.0690026497,26539
293,26282,57565,19392,94271,41650.9266681633,26623
294,26337,57725,19418,94373,41761.7439504635,26692
295,26395,57865,19465,94512,41874.8226979137,26776
296,26460,58040,19523,94688,41997.7881517615,26853
297,26543,58096,19579,94824,42118.6542932758,26929
298,26639,58288,19642,94971,42246.7303349146,27015
299,26688,58440,19682,95081,42377.6515234092,27090
300,26728,58574,19755,95220,42510.6969450833,27156
301,26835,58705,19835,95330,42638.0414464294,27238
302,26935,58829,19853,95436,42765.7570410368,27293
303,27033,59036,19912,95566,42898.4719598988,27348
304,27133,59214,19963,95642,43026.9309606673,27417
305,27187,59490,20094,95673,43153.9542553466,27497
306,27260,59751,20177,95759,43273.1327959993,27561
307,27386,59817,20255,95924,43384.8825335628,27632
308,27468,59960,20300,95993,43488.4615282526,27695
309,27538,60164,20347,96012,43588.073578334,27743
310,27632,60367,20369,96067,43682.326488622,27808
311,27687,60509,20389,96206,43768.9053959336,27868
312,27742,60605,20418,96349,43855.8752679482,27926
313,27874,60746,20482,96472,43935.22521646,27976
314,27962,60904,20531,96600,44003.0949449753,28032
315,28063,61059,20568,96717,44067.8626654971,28087
316,28135,61229,20601,96841,44120.103971614,28144
317,28273,61390,20635,96973,44165.5592549319,28196
318,28357,61443,20703,97072,44213.0409357741,28241
319,28444,61524,20768,97098,44259.5494693628,28289
320,28600,61691,20810,97155,44316.1453063425,28338
321,28704,61721,20881,97292,44359.9318383719,28382
322,28802,61750,20922,97427,44428.8560800913,28418
323,28921,61889,20979,97455,44498.8854929814,28473
324,29040,62027,21134,97550,44572.6063795087,28524
325,29177,62118,21161,97595,44634.6941105152,28570
326,29275,62274,21216,97650,44704.1231208623,28626
327,29390,62354,21350,97703,44781.3286610808,28661
328,29477,62474,21418,97764,44871.4424535218,28697
329,29558,62502,21488,97825,44964.3180581448,28743
330,29663,62661,21541,98020,45063.0729689921,28785
331,29771,62749,21590,98082,45158.9401123807,28816
332,29877,62784,21706,98138,45259.2262804251,28843
333,29961,62890,21783,98205,45355.7768286164,28884
334,30105,62974,21852,98246,45472.0152452768,28923
335,30222,63071,21922,98312,45588.5164810535,28951
336,30338,63123,22020,98360,45698.1622104026,28991
337,30401,63243,22130,98429,45811.2457387908,29020
338,30467,63286,22222,98690,45911.3397871536,29042
339,30616,63335,22314,98776,46007.013456374,29081
340,30702,63467,22390,98807,46122.4487614189,29117
341,30790,63539,22431,98905,46222.7932440491,29157
342,30928,63572,22512,98932,46324.9912852497,29189
343,31080,63661,22624,98981,46423.9255894411,29208
344,31170,63712,22692,99199,46531.4271337986,29232
345,31243,63753,22754,99407,46639.4897820357,29263
346,31338,63846,22826,99453,46739.1678259586,29282
347,31404,63929,22878,99509,46831.8104940824,29305
348,31533,63988,22941,99540,46922.0394836054,29336
349,31615,64017,22991,99569,47022.1458556573,29361
350,31711,64150,23045,99631,47120.3342824438,29380
351,31786,64322,23118,99869,47226.655503433,29408
352,31863,64406,23195,99895,47319.8630349161,29442
353,31942,64498,23230,99925,47424.1275706475,29462
354,32021,64586,23291,99960,47528.1454515766,29492
355,32100,64802,23335,99990,47635.1054813821,29525
356,32168,64887,23414,100024,47739.7221198216,29557
357,32245,65037,23497,100044,47836.1952182143,29588
358,32341,65220,23589,100082,47939.3556238338,29620
359,32457,65251,23648,100107,48044.2955531676,29656
360,32537,65369,23777,100126,48150.4607986936,29699
361,32638,65517,23909,100182,48252.458045638,29742
362,32734,65633,24007,100246,48359.702398683,29782
363,32841,65759,24114,100305,48459.1631844277,29843
364,32943,65815,24195,100380,48567.1106828103,29902
365,33112,65917,24259,100449,48669.0973361219,29976
366,33237,66017,24337,100514,48771.4983737694,30059
367,33339,66163,24474,100590,48877.8844611812,30145
368,33432,66286,24514,100656,48984.6343139784,30228
369,33488,66373,24620,100730,49093.5884508889,30328
370,33577,66510,24718,100813,49200.4958856617,30426
371,33674,66651,24814,100892,49311.8376551964,30541
372,33755,66738,24902,100968,49416.2401792686,30681
373,33840,66857,24982,101038,49515.6457011463,30847
374,33932,66953,25080,101159,49613.1918094133,31024
375,33969,66972,25184,101337,49708.2192735357,31208
376,34041,67009,25234,101504,49804.8779199184,31387
377,34101,67108,25311,101700,49902.6578283039,31576
378,34206,67235,25405,101890,50005.0064417608,31800
379,34292,67362,25455,102070,50106.0726264693,31992
380,34407,67423,25491,102215,50203.9464495887,32221
381,34452,67488,25566,102255,50297.1466631292,32473
382,34519,67618,25665,102292,50392.4064107762,32703
383,34592,67741,25728,102335,50484.1652053452,32924
384,34657,67808,25783,102378,50571.4573076366,33147
385,34728,67847,25845,102404,50667.0895888245,33365
386,34791,67935,25912,102441,50757.6206843768,33595
387,34850,68009,25961,102498,50852.1994619771,33802
388,34915,68195,26012,102541,50942.6637501072,33989
389,34981,68384,26081,102674,51033.0675716579,34188
390,35036,68485,26191,102836,51121.7421010257,34370
391,35115,68666,26318,102889,51211.2598936843,34552
392,35182,68777,26367,102951,51306.8367720856,34724
393,35260,68909,26439,103003,51390.5735234934,34914
394,35332,69073,26528,103078,51478.0920040324,35070
395,35405,69166,26630,103237,51564.6587961482,35218
396,35502,69245,26729,103431,51659.1967113035,35377
397,35615,69332,26784,103587,51752.9610711195,35517
398,35706,69429,26829,103730,51850.4663358347,35654
399,35793,69580,26870,103879,51951.7895673322,35795
400,35835,69710,26942,104030,52049.7729081526,35915
401,35959,69823,26986,104121,52154.7116463881,36043
402,36037,69986,27050,104168,52264.295699988,36175
403,36136,70119,27096,104211,52369.7268463626,36322
404,36240,70269,27113,104244,52483.7156977584,36460
405,36323,70358,27132,104397,52588.6219595942,36553
406,36369,70455,27167,104494,52701.6929618638,36655
407,36443,70604,27198,104529,52817.4953169523,36741
408,36565,70724,27223,104581,52935.0758819923,36842
409,36711,70808,27263,104631,53049.3785589354,36954
410,36778,70905,27289,104673,53173.387277698,37042
411,36857,71005,27319,104722,53293.632994496,37128
412,36924,71074,27374,104763,53419.4833178676,37201
413,37040,71165,27426,104824,53545.0037513802,37279
414,37215,71306,27464,104886,53669.4007268354,37373
415,37294,71387,27536,104936,53797.4810577399,37448
416,37418,71462,27632,104969,53918.1170124211,37516
417,37483,71636,27748,104999,54043.445136134,37583
418,37585,71701,27866,105025,54157.3783640353,37648
419,37633,71739,27914,105049,54277.5671058781,37713
420,37677,71880,27980,105070,54394.243579185,37777
421,37728,71953,28106,105093,54507.9437710675,37842
422,37833,72013,28170,105109,54616.6731708561,37894
423,37902,72102,28209,105124,54718.9131952199,37949
424,38005,72145,28346,105136,54826.7239249536,37996
425,38097,72293,28480,105147,54916.2418612242,38053
426,38170,72371,28509,105167,55007.9639800918,38102
427,38281,72448,28585,105288,55093.4539048235,38146
428,38380,72491,28615,105452,55171.8112378791,38177
429,38458,72632,28703,105503,55253.4418598417,38216
430,38587,72717,28783,105531,55330.8249814195,38267
431,38692,72790,28859,105707,55400.165530767,38316
432,38807,72864,28992,105915,55468.7867863308,38356
433,38873,72944,29088,106115,55541.1690300784,38386
434,38940,72983,29193,106282,55606.1389086351,38422
435,39015,73078,29259,106460,55668.0503274493,38454
436,39131,73159,29346,106579,55723.2939105823,38487
